City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Porto Santo,PT,2020-10-24 21:08:01,33.07,-16.34,64.4,68,20,4.7
307,Grootfontein,NA,2020-10-24 21:08:02,-19.57,18.12,67.96,25,26,5.03
308,Ranong,TH,2020-10-24 21:08:02,9.97,98.63,75.94,77,99,3.65
309,Isangel,VU,2020-10-24 21:08:03,-19.55,169.27,77.72,70,4,11.97
310,Pemba,MZ,2020-10-24 21:08:03,-12.97,40.52,77.0,88,40,5.82
311,Ahipara,NZ,2020-10-24 21:08:03,-35.17,173.17,65.62,74,14,5.14
312,Shirvan,AZ,2020-10-24 21:08:03,39.95,48.9,61.95,94,0,3.04
313,Laredo,US,2020-10-24 21:08:04,27.51,-99.51,73.4,53,75,3.89
314,Trincomalee,LK,2020-10-24 21:08:04,8.57,81.23,79.84,76,82,12.57
315,Brae,GB,2020-10-24 21:03:06,60.4,-1.35,50.0,81,72,12.75
316,Raymondville,US,2020-10-24 21:08:04,26.48,-97.78,78.01,53,1,6.64
317,Aripuana,BR,2020-10-24 21:08:04,-9.17,-60.63,81.9,73,100,4.21
318,Lima,PE,2020-10-24 21:08:05,-12.04,-77.03,68.0,64,40,12.75
319,Nara,JP,2020-10-24 21:04:52,34.69,135.8,51.01,81,0,6.93
320,Saskylakh,RU,2020-10-24 21:08:05,71.92,114.08,14.67,94,100,22.08
321,Neuquen,AR,2020-10-24 21:08:05,-38.95,-68.06,84.2,23,0,5.82
322,Krasnokamsk,RU,2020-10-24 21:08:05,58.08,55.75,39.2,100,75,8.95
323,Cidreira,BR,2020-10-24 21:08:06,-30.18,-50.21,69.64,87,84,12.66
324,Sulangan,PH,2020-10-24 21:08:06,11.14,123.72,82.36,76,91,12.06
325,Urusha,RU,2020-10-24 21:08:06,54.05,122.9,27.68,97,0,2.84
326,Gibsons,CA,2020-10-24 21:08:06,49.4,-123.5,46.99,36,0,4.0
327,Marabba,SD,2020-10-24 21:08:06,12.35,32.18,87.67,43,12,9.84
328,Oinoi,GR,2020-10-24 21:08:07,38.32,23.61,64.4,67,20,3.96
329,Nioro,GM,2020-10-24 21:08:07,13.35,-15.75,83.66,53,30,4.09
330,Bantry,IE,2020-10-24 21:08:07,51.68,-9.45,46.4,81,40,14.99
331,Serov,RU,2020-10-24 21:08:07,59.6,60.58,27.59,98,100,4.18
332,Kruisfontein,ZA,2020-10-24 21:08:07,-34.0,24.73,64.0,83,0,1.01
333,Kavarna,BG,2020-10-24 21:08:08,43.43,28.33,62.6,82,0,2.55
334,Clyde River,CA,2020-10-24 21:08:08,70.47,-68.59,17.6,78,90,9.17
335,Berlevag,NO,2020-10-24 21:08:08,70.86,29.09,38.64,76,100,20.71
336,Mantua,IT,2020-10-24 21:08:08,45.17,10.78,57.0,94,1,1.99
337,Zhangye,CN,2020-10-24 21:05:06,38.93,100.45,47.19,45,83,7.45
338,Bairiki,KI,2020-10-24 21:08:09,1.33,172.98,82.4,69,40,8.05
339,Ancud,CL,2020-10-24 21:03:21,-41.87,-73.82,51.01,87,75,10.29
340,Tsarychanka,UA,2020-10-24 21:08:09,48.94,34.48,55.27,72,100,7.45
341,Port Lincoln,AU,2020-10-24 21:08:01,-34.73,135.87,52.52,70,87,16.4
342,Shu,KZ,2020-10-24 21:08:09,43.6,73.76,38.77,73,62,1.88
343,Vardo,NO,2020-10-24 21:08:09,70.37,31.11,39.11,78,100,24.56
344,Liverpool,GB,2020-10-24 21:06:24,53.41,-2.98,48.2,87,20,6.93
345,Saint Anthony,US,2020-10-24 21:08:10,45.02,-93.22,32.0,54,75,6.93
346,Saint-Philippe,RE,2020-10-24 21:08:10,-21.36,55.77,71.6,64,0,5.82
347,Tagusao,PH,2020-10-24 21:04:17,9.19,117.81,80.15,81,98,6.33
348,Mandalgovi,MN,2020-10-24 21:08:11,45.76,106.27,35.94,62,0,7.14
349,Znamenskoye,RU,2020-10-24 21:08:11,57.13,73.83,26.67,85,100,12.17
350,Alice Springs,AU,2020-10-24 21:07:00,-23.7,133.88,60.8,44,0,9.17
351,Benton Harbor,US,2020-10-24 21:08:11,42.12,-86.45,46.99,65,75,8.05
352,Moba,CN,2020-10-24 21:08:11,33.23,105.02,42.53,98,78,1.79
353,Bauchi,NG,2020-10-24 21:08:12,10.5,10.0,77.07,33,100,1.45
354,Tambura,SS,2020-10-24 21:08:12,5.6,27.47,72.39,87,81,1.97
355,Chilca,PE,2020-10-24 21:08:12,-12.52,-76.74,68.0,64,40,12.75
356,Tsabong,BW,2020-10-24 21:08:13,-26.02,22.4,86.13,17,10,7.27
357,Tual,ID,2020-10-24 21:08:13,-5.67,132.75,82.67,72,61,4.63
358,San Cristobal,VE,2020-10-24 21:08:13,7.77,-72.22,91.4,52,40,14.99
359,Nhulunbuy,AU,2020-10-24 21:08:13,-12.23,136.77,80.6,83,75,5.82
360,Ketchikan,US,2020-10-24 21:08:14,55.34,-131.65,42.8,28,1,5.82
361,Pacific Grove,US,2020-10-24 21:08:14,36.62,-121.92,68.0,63,75,3.36
362,Codrington,AU,2020-10-24 21:08:14,-38.27,141.97,47.16,69,51,16.62
363,Erzin,TR,2020-10-24 21:08:14,36.96,36.2,82.0,21,100,1.01
364,Mukhen,RU,2020-10-24 21:08:14,48.1,136.1,36.95,92,100,7.58
365,Trowbridge,GB,2020-10-24 21:08:15,51.32,-2.21,52.0,92,100,7.0
366,Eyl,SO,2020-10-24 21:08:15,7.98,49.82,79.92,65,30,7.38
367,Kalinagar,IN,2020-10-24 21:08:15,28.62,80.1,64.87,56,0,3.53
368,Mount Isa,AU,2020-10-24 21:08:15,-20.73,139.5,68.0,56,0,8.05
369,Pundaguitan,PH,2020-10-24 21:03:32,6.37,126.17,81.95,77,100,8.37
370,Ampanihy,MG,2020-10-24 21:08:16,-24.7,44.75,72.99,64,99,3.36
371,Nelson Bay,AU,2020-10-24 21:08:16,-32.72,152.15,62.01,100,90,17.22
372,Okha,RU,2020-10-24 21:08:16,53.57,142.95,40.19,91,5,2.84
373,Narsaq,GL,2020-10-24 21:08:16,60.92,-46.05,30.2,68,7,4.7
374,Santa Barbara,US,2020-10-24 21:08:17,34.73,-120.03,66.99,63,40,6.93
375,Mumford,GH,2020-10-24 21:08:17,5.26,-0.76,78.71,87,44,12.73
376,Selkirk,CA,2020-10-24 21:03:25,50.14,-96.88,30.0,68,40,14.99
377,Otradnoye,RU,2020-10-24 21:08:17,59.78,30.82,39.0,89,0,2.24
378,Mehamn,NO,2020-10-24 21:08:17,71.04,27.85,37.33,83,100,16.58
379,Pirganj,BD,2020-10-24 21:08:18,25.85,88.36,71.22,94,24,2.37
380,Lerwick,GB,2020-10-24 21:06:02,60.15,-1.15,50.0,81,79,12.75
381,Deputatskiy,RU,2020-10-24 21:08:19,69.3,139.9,9.77,91,0,11.32
382,Hobyo,SO,2020-10-24 21:08:19,5.35,48.53,79.16,80,94,15.99
383,The Pas,CA,2020-10-24 21:08:19,53.83,-101.25,24.8,62,90,11.41
384,Beatrice,US,2020-10-24 21:05:55,40.27,-96.75,35.6,74,90,9.17
385,Seoul,KR,2020-10-24 21:08:19,37.57,126.98,39.2,100,1,1.25
386,Abashiri,JP,2020-10-24 21:08:20,44.02,144.27,44.01,68,74,3.0
387,Tornio,FI,2020-10-24 21:08:20,65.85,24.15,28.4,92,0,4.7
388,San Roque,ES,2020-10-24 21:08:20,36.21,-5.38,64.4,77,0,11.41
389,Khandyga,RU,2020-10-24 21:04:05,62.67,135.6,10.26,92,53,2.39
390,Port Blair,IN,2020-10-24 21:08:20,11.67,92.75,80.35,80,56,5.61
391,Upington,ZA,2020-10-24 21:08:21,-28.45,21.26,77.0,18,1,2.24
392,Matay,EG,2020-10-24 21:08:21,28.42,30.78,68.85,41,0,7.56
393,Nkowakowa,ZA,2020-10-24 21:08:22,-23.89,30.29,68.0,64,0,5.82
394,Ayolas,PY,2020-10-24 21:08:22,-27.4,-56.9,90.59,41,11,6.46
395,Gat,IL,2020-10-24 21:08:22,31.61,34.76,78.8,74,75,3.36
396,Itoman,JP,2020-10-24 21:08:22,26.12,127.67,69.8,68,20,8.05
397,Humaita,BR,2020-10-24 21:08:23,-7.51,-63.02,88.97,55,78,2.82
398,Roscrea,IE,2020-10-24 21:08:23,52.95,-7.8,44.01,84,0,4.0
399,Trairi,BR,2020-10-24 21:07:12,-3.28,-39.27,80.08,78,2,11.45
400,Cuamba,MZ,2020-10-24 21:08:24,-14.8,36.54,74.59,53,68,4.16
401,Elat,IL,2020-10-24 21:08:05,29.56,34.95,84.2,18,0,6.78
402,Oktyabrskiy,RU,2020-10-24 21:07:20,54.48,53.47,46.22,90,87,6.78
403,San Andres,CO,2020-10-24 21:08:24,12.58,-81.7,87.8,74,40,5.82
404,Chapais,CA,2020-10-24 21:08:24,49.78,-74.85,30.2,80,90,9.17
405,San Jeronimo,PE,2020-10-24 21:08:24,-11.95,-75.28,64.49,39,79,6.98
406,Barreirinha,BR,2020-10-24 21:08:25,-2.79,-57.07,89.35,54,100,4.92
407,Kihei,US,2020-10-24 21:08:25,20.79,-156.47,87.8,55,20,8.05
408,Yeniseysk,RU,2020-10-24 21:08:25,58.45,92.17,28.47,96,99,6.29
409,Hoquiam,US,2020-10-24 21:08:25,46.98,-123.89,52.0,50,1,11.41
410,Shimoda,JP,2020-10-24 21:08:26,34.67,138.95,53.6,66,20,17.22
411,Jacareacanga,BR,2020-10-24 21:08:26,-6.22,-57.75,76.01,93,100,2.21
412,Bac Lieu,VN,2020-10-24 21:08:26,9.29,105.72,77.49,87,85,4.0
413,Palana,RU,2020-10-24 21:08:27,59.12,159.97,35.24,80,100,4.56
414,Basco,PH,2020-10-24 21:08:27,20.45,121.97,78.98,84,100,31.56
415,Zeya,RU,2020-10-24 21:08:27,53.75,127.27,27.91,87,0,6.02
416,Opuwo,NA,2020-10-24 21:08:28,-18.06,13.84,70.45,46,62,6.26
417,Shaki,AZ,2020-10-24 21:08:28,41.08,47.17,59.0,93,0,2.24
418,Aksarka,RU,2020-10-24 21:08:28,66.56,67.8,9.46,95,9,3.62
419,Port Hedland,AU,2020-10-24 21:04:23,-20.32,118.57,69.8,83,0,8.05
420,Dali,CN,2020-10-24 21:08:28,25.7,100.18,55.98,88,98,1.61
421,Alim,PH,2020-10-24 21:08:29,9.56,122.49,77.59,89,100,6.55
422,Nouadhibou,MR,2020-10-24 21:08:29,20.93,-17.03,71.6,73,100,16.11
423,Union,US,2020-10-24 21:04:34,40.63,-74.27,66.2,55,90,9.17
424,Olafsvik,IS,2020-10-24 21:08:29,64.89,-23.71,41.56,75,100,42.97
425,Bahia Blanca,AR,2020-10-24 21:08:30,-38.72,-62.27,82.58,32,0,8.88
426,Pangnirtung,CA,2020-10-24 21:08:30,66.15,-65.71,19.56,91,96,3.98
427,Ust-Nera,RU,2020-10-24 21:08:30,64.57,143.2,17.67,91,98,4.68
428,Anito,PH,2020-10-24 21:08:30,12.45,125.29,79.25,87,100,9.91
429,Talnakh,RU,2020-10-24 21:08:31,69.49,88.4,12.2,92,75,13.42
430,Bundaberg,AU,2020-10-24 21:08:31,-24.85,152.35,78.01,83,90,10.29
431,Tigzirt,DZ,2020-10-24 21:08:31,36.89,4.12,64.29,75,0,7.56
432,Salto Del Guaira,PY,2020-10-24 21:08:31,-24.06,-54.31,85.1,55,11,0.22
433,Tazovskiy,RU,2020-10-24 21:08:31,67.47,78.7,14.92,97,95,7.43
434,Kautokeino,NO,2020-10-24 21:08:32,69.01,23.04,29.88,98,99,8.93
435,Sorland,NO,2020-10-24 21:08:32,67.67,12.69,42.96,66,0,15.61
436,Providencia,MX,2020-10-24 21:08:32,28.72,-111.58,91.99,47,0,8.99
437,Hasaki,JP,2020-10-24 21:08:32,35.73,140.83,42.8,100,20,2.24
438,Tuytepa,UZ,2020-10-24 21:08:33,41.03,69.36,46.4,52,23,4.7
439,Baiyin,CN,2020-10-24 21:08:33,36.56,104.21,53.01,45,0,6.71
440,Maragogi,BR,2020-10-24 21:08:33,-9.01,-35.22,76.48,83,24,9.4
441,Honiara,SB,2020-10-24 21:08:33,-9.43,159.95,75.2,88,40,2.24
442,Sattahip,TH,2020-10-24 21:08:33,12.67,100.9,71.6,88,84,6.93
443,Sheffield,GB,2020-10-24 21:08:34,53.38,-1.47,50.0,90,100,1.99
444,Antsohihy,MG,2020-10-24 21:08:34,-14.88,47.99,77.36,61,51,7.78
445,Pokaran,IN,2020-10-24 21:08:34,26.92,71.92,78.04,23,0,10.0
446,Celestun,MX,2020-10-24 21:08:35,20.87,-90.4,83.23,76,58,15.46
447,Marovoay,MG,2020-10-24 21:08:35,-16.1,46.63,77.0,78,20,2.24
448,Mitsamiouli,KM,2020-10-24 21:08:35,-11.38,43.28,78.3,77,0,10.54
449,Katherine,AU,2020-10-24 21:08:35,-14.47,132.27,78.8,74,40,6.96
450,Sao Paulo De Olivenca,BR,2020-10-24 21:04:53,-3.38,-68.87,88.54,59,81,0.83
451,Kajaani,FI,2020-10-24 21:08:36,64.23,27.73,35.6,81,75,13.87
452,Rizhao,CN,2020-10-24 21:08:36,35.43,119.46,49.57,58,90,4.79
453,Lata,PT,2020-10-24 21:08:36,40.16,-8.33,62.01,89,99,8.01
454,Surt,LY,2020-10-24 21:08:36,31.21,16.59,69.57,68,0,4.97
455,Luau,AO,2020-10-24 21:08:37,-10.71,22.22,68.88,85,21,3.4
456,Byron Bay,AU,2020-10-24 21:08:37,-28.65,153.62,70.0,94,8,5.82
457,Bria,CF,2020-10-24 21:08:37,6.54,21.99,71.33,95,100,3.78
458,Iquitos,PE,2020-10-24 21:08:37,-3.75,-73.25,91.4,59,75,6.93
459,Westport,US,2020-10-24 21:07:03,41.14,-73.36,63.0,85,78,13.87
460,Conceicao Do Araguaia,BR,2020-10-24 21:08:38,-8.26,-49.26,83.64,67,100,4.61
461,Moussoro,TD,2020-10-24 21:08:38,13.64,16.49,87.3,15,2,13.53
462,Kaffrine,SN,2020-10-24 21:08:38,14.11,-15.55,87.35,33,80,4.81
463,Hofn,IS,2020-10-24 21:08:38,64.25,-15.21,42.84,87,100,27.89
464,Vasteras,SE,2020-10-24 21:08:39,59.62,16.55,39.0,93,56,4.7
465,Guadalupe Y Calvo,MX,2020-10-24 21:08:39,26.1,-106.97,72.73,32,2,8.77
466,Nemuro,JP,2020-10-24 21:08:39,43.32,145.57,50.74,70,77,26.31
467,Krasnoturansk,RU,2020-10-24 21:08:39,54.32,91.56,28.4,54,0,13.42
468,Penza,RU,2020-10-24 21:08:40,53.2,45.0,48.0,63,100,3.18
469,Hay River,CA,2020-10-24 21:08:40,60.82,-115.8,28.4,74,90,9.17
470,General Roca,AR,2020-10-24 21:08:40,-39.03,-67.58,84.2,23,0,5.82
471,Biak,ID,2020-10-24 21:08:40,-0.91,122.88,77.45,78,100,1.92
472,Changtu,CN,2020-10-24 21:06:14,42.78,124.1,37.45,77,73,5.03
473,Atasu,KZ,2020-10-24 21:08:41,48.68,71.64,31.28,79,87,12.66
474,Promyshlennaya,RU,2020-10-24 21:08:41,54.92,85.64,24.8,85,90,13.42
475,Sindou,BF,2020-10-24 21:08:41,10.67,-5.17,77.99,39,0,0.81
476,Umm Lajj,SA,2020-10-24 21:08:41,25.02,37.27,83.23,35,0,8.1
477,Salinas,US,2020-10-24 21:07:37,36.68,-121.66,69.8,56,40,3.36
478,Buraydah,SA,2020-10-24 21:08:42,26.33,43.98,68.0,28,0,5.5
479,Uthal,PK,2020-10-24 21:07:17,25.81,66.62,73.51,41,0,1.74
480,Constantine,DZ,2020-10-24 21:08:42,36.37,6.61,53.6,81,20,2.24
481,Mana,GF,2020-10-24 21:08:42,5.66,-53.78,83.3,74,53,13.96
482,Emba,KZ,2020-10-24 21:08:42,48.83,58.14,45.81,68,36,15.19
483,Mani,CO,2020-10-24 21:08:43,4.82,-72.29,83.86,79,82,4.09
484,Formosa Do Rio Preto,BR,2020-10-24 21:08:43,-11.05,-45.19,76.53,67,100,0.69
485,High Prairie,CA,2020-10-24 21:05:37,55.43,-116.49,21.07,87,78,9.28
486,Coihaique,CL,2020-10-24 21:07:55,-45.58,-72.07,59.0,41,40,4.7
487,Port Moresby,PG,2020-10-24 21:08:44,-9.44,147.18,76.44,87,93,2.59
488,Talaja,IN,2020-10-24 21:08:45,21.35,72.05,80.64,54,44,1.88
489,Raga,SS,2020-10-24 21:08:45,8.46,25.68,74.34,82,74,2.59
490,Watertown,US,2020-10-24 21:08:42,42.37,-71.18,68.0,72,90,11.41
491,Beya,RU,2020-10-24 21:08:45,53.05,90.91,25.39,84,83,13.73
492,Manokwari,ID,2020-10-24 21:08:46,-0.87,134.08,79.97,73,100,4.43
493,Chicama,PE,2020-10-24 21:08:46,-7.84,-79.15,66.2,77,0,12.75
494,Aginskoye,RU,2020-10-24 21:08:46,51.1,114.53,31.1,93,100,1.77
495,Adre,TD,2020-10-24 21:08:46,13.47,22.2,78.06,19,17,11.99
496,Molepolole,BW,2020-10-24 21:08:46,-24.41,25.5,82.4,30,0,24.16
497,Rovaniemi,FI,2020-10-24 21:07:08,66.5,25.72,32.0,94,90,5.82
498,Senneterre,CA,2020-10-24 21:08:47,48.38,-77.23,30.2,74,90,4.7
499,Laguna,US,2020-10-24 21:08:47,38.42,-121.42,73.0,52,1,8.05
500,Acapulco,MX,2020-10-24 21:08:47,16.86,-99.89,87.8,74,40,8.05
501,Santa Maria Del Oro,MX,2020-10-24 21:08:47,25.93,-105.37,83.34,21,6,4.05
502,Verkhoyansk,RU,2020-10-24 21:08:48,67.54,133.38,9.48,87,0,9.44
503,Strezhevoy,RU,2020-10-24 21:08:48,60.73,77.59,23.0,85,90,4.47
504,Bandarbeyla,SO,2020-10-24 21:08:48,9.49,50.81,76.35,81,79,6.24
505,Lasa,IT,2020-10-24 21:08:48,46.62,10.7,51.01,86,0,3.36
506,Maniitsoq,GL,2020-10-24 21:08:49,65.42,-52.9,23.97,88,0,10.94
507,Sao Jose Da Coroa Grande,BR,2020-10-24 21:08:49,-8.9,-35.15,76.98,82,37,9.6
508,Hirara,JP,2020-10-24 21:08:49,24.8,125.28,73.74,72,68,21.85
509,Balabac,PH,2020-10-24 21:08:49,7.99,117.06,81.27,81,100,9.64
510,Yar-Sale,RU,2020-10-24 21:08:49,66.83,70.83,16.77,96,75,4.92
511,Haikou,CN,2020-10-24 21:08:50,20.05,110.34,71.6,100,75,20.13
512,Sur,OM,2020-10-24 21:08:50,22.57,59.53,76.41,58,0,9.71
513,Woodward,US,2020-10-24 21:08:50,36.43,-99.39,57.0,40,1,14.99
514,San Vicente,AR,2020-10-24 21:08:50,-26.62,-54.13,63.61,98,79,3.18
515,Cobija,BO,2020-10-24 21:08:51,-11.03,-68.77,96.4,37,71,4.16
516,Maarianhamina,AX,2020-10-24 21:08:51,60.1,19.93,39.2,100,40,3.36
517,Kampot,KH,2020-10-24 21:08:51,10.62,104.18,75.2,94,20,2.1
518,Broome,US,2020-10-24 21:08:51,42.25,-75.83,46.99,70,90,10.29
519,Magadi,IN,2020-10-24 21:06:06,12.97,77.23,71.6,100,75,2.66
520,Panaba,MX,2020-10-24 21:08:52,21.28,-88.27,82.26,83,65,14.25
521,Ucluelet,CA,2020-10-24 21:08:52,48.93,-125.55,51.8,37,20,8.05
522,Lanxi,CN,2020-10-24 21:08:52,29.22,119.48,53.01,33,16,3.15
523,Kutum,SD,2020-10-24 21:08:52,14.2,24.67,74.64,21,4,15.52
524,Ternate,ID,2020-10-24 21:08:52,0.8,127.4,81.28,77,100,0.65
525,Darasun,RU,2020-10-24 21:08:53,51.67,114.0,21.2,92,100,2.24
526,Kralendijk,BQ,2020-10-24 21:08:53,12.15,-68.27,87.8,66,40,18.34
527,Piacabucu,BR,2020-10-24 21:08:53,-10.41,-36.43,77.5,76,8,10.51
528,Nouakchott,MR,2020-10-24 21:06:40,18.09,-15.98,80.6,78,100,9.17
529,Tilichiki,RU,2020-10-24 21:08:53,60.47,166.1,28.69,97,27,3.76
530,Muskogee,US,2020-10-24 21:08:54,35.58,-95.33,50.0,66,90,1.54
531,Manhattan,US,2020-10-24 21:03:58,40.78,-73.97,69.8,56,40,6.93
532,La Palma,US,2020-10-24 21:08:49,33.85,-118.05,73.4,53,90,8.14
533,Bud,US,2020-10-24 21:08:54,39.45,-86.18,52.0,50,1,9.17
534,Palu,ID,2020-10-24 21:08:55,-0.89,119.87,75.85,78,100,2.66
535,Quatre Cocos,MU,2020-10-24 21:08:55,-20.21,57.76,73.4,78,75,11.41
536,Takahata,JP,2020-10-24 21:08:55,38.0,140.19,48.2,76,40,4.7
537,Tulsipur,NP,2020-10-24 21:08:56,28.13,82.3,65.19,59,0,4.07
538,Cotonou,BJ,2020-10-24 21:08:56,6.37,2.42,82.4,83,20,9.17
539,Waipawa,NZ,2020-10-24 21:08:56,-41.41,175.52,60.8,93,24,23.04
540,Novoagansk,RU,2020-10-24 21:08:56,61.94,76.66,15.49,97,77,6.89
541,Vila Velha,BR,2020-10-24 21:05:38,-20.33,-40.29,72.0,100,75,9.17
542,Kendari,ID,2020-10-24 21:08:57,-3.94,122.5,76.33,90,80,0.94
543,Gazalkent,UZ,2020-10-24 21:08:57,41.56,69.77,46.4,52,19,4.7
544,Lahat,ID,2020-10-24 21:08:57,-3.8,103.53,72.07,89,100,1.92
545,Moron,AR,2020-10-24 21:08:58,-34.65,-58.62,78.01,78,40,5.82
546,Takoradi,GH,2020-10-24 21:08:58,4.88,-1.76,77.68,89,77,10.25
547,Atar,MR,2020-10-24 21:08:58,20.52,-13.05,90.05,21,100,9.15
548,Norwich,GB,2020-10-24 21:04:37,52.63,1.3,55.4,93,100,13.87
549,Paramirim,BR,2020-10-24 21:08:59,-13.44,-42.24,81.84,45,100,3.8
550,Husavik,IS,2020-10-24 21:08:59,66.04,-17.34,41.0,75,90,19.46
551,Grand Forks,US,2020-10-24 21:08:59,47.94,-97.43,30.2,58,90,5.82
552,Kutoarjo,ID,2020-10-24 21:09:00,-7.72,109.91,63.0,87,100,4.47
553,Chivay,PE,2020-10-24 21:09:00,-15.64,-71.6,54.59,39,84,7.63
